founded_year,founder_education_score,article_mentions,sentiment_score,countries_operating,recent_milestone,description,startup_id,problem_addressed,key_metrics,country,founder_network_score,valuation_usd,user_satisfaction_score,market_size_estimate,sector,months_in_operation,keyword_relevance_score,customer_testimonials,investor_readiness_score,social_media_followers,founder_name,founder_experience_years,media_coverage_count,problem_country_alignment,team_size,data_source,startup_name,funding_raised
2020,8.8,3,0.5,1,Raised $1.3M in recent funding round,Innovative blockchain startup addressing energy access in Zimbabwe,SYNTH_0230,Energy Access,"Operating in 1 countries, 26 team members",Zimbabwe,6.9,4715062,7.28,7283294,Blockchain,11,6.66,8,53.45,847,Founder_0230,4.7,5,7.91,26,synthetic,Startup_0230,1258580
2022,9.0,5,0.9,1,Raised $0.5M in recent funding round,Innovative edtech startup addressing healthcare access in Kenya,SYNTH_0231,Healthcare Access,"Operating in 1 countries, 28 team members",Kenya,4.0,1634765,6.08,24402818,EdTech,21,6.22,8,100.0,664,Founder_0231,7.8,6,6.2,28,synthetic,Startup_0231,495461
2015,8.0,8,0.9,4,Raised $9.5M in recent funding round,Innovative edtech startup addressing rural connectivity in Ghana,SYNTH_0232,Rural Connectivity,"Operating in 4 countries, 29 team members",Ghana,6.7,47050924,5.63,3960089,EdTech,6,9.01,8,50.72,1605,Founder_0232,8.1,10,7.76,29,synthetic,Startup_0232,9515355
2018,6.4,9,0.8,5,Raised $0.1M in recent funding round,Innovative edtech startup addressing education gap in Senegal,SYNTH_0233,Education Gap,"Operating in 5 countries, 23 team members",Senegal,8.8,1163410,7.48,2637650,EdTech,26,7.12,12,95.35,2274,Founder_0233,3.3,12,4.21,23,synthetic,Startup_0233,117270
2022,6.0,3,0.8,2,Raised $17.0M in recent funding round,Innovative e-commerce startup addressing energy access in Nigeria,SYNTH_0234,Energy Access,"Operating in 2 countries, 17 team members",Nigeria,5.9,56670571,8.75,12880256,E-commerce,26,7.42,8,74.61,1866,Founder_0234,0.5,6,7.79,17,synthetic,Startup_0234,16987499
2023,6.5,14,0.5,2,Raised $4.4M in recent funding round,Innovative cleantech startup addressing rural connectivity in Uganda,SYNTH_0235,Rural Connectivity,"Operating in 2 countries, 17 team members",Uganda,9.0,39233877,7.77,2373135,CleanTech,14,8.55,4,51.21,4386,Founder_0235,1.6,9,6.77,17,synthetic,Startup_0235,4412877
2021,7.0,7,0.8,3,Raised $3.7M in recent funding round,Innovative e-commerce startup addressing supply chain in Ghana,SYNTH_0236,Supply Chain,"Operating in 3 countries, 19 team members",Ghana,6.3,24402368,8.1,5389846,E-commerce,35,7.04,10,85.45,15645,Founder_0236,0.5,6,6.01,19,synthetic,Startup_0236,3744538
2021,4.8,8,0.8,3,Raised $1.8M in recent funding round,Innovative cleantech startup addressing healthcare access in South Africa,SYNTH_0237,Healthcare Access,"Operating in 3 countries, 23 team members",South Africa,8.4,8929743,6.71,457865,CleanTech,113,8.99,14,87.62,1592,Founder_0237,7.4,5,5.17,23,synthetic,Startup_0237,1777983
2017,5.2,12,0.6,1,Raised $0.5M in recent funding round,Innovative logistech startup addressing women empowerment in Cameroon,SYNTH_0238,Women Empowerment,"Operating in 1 countries, 21 team members",Cameroon,7.2,3667521,6.98,14731736,LogisTech,11,7.89,12,65.24,18622,Founder_0238,0.8,7,9.24,21,synthetic,Startup_0238,486441
2023,6.3,4,0.6,2,Raised $10.5M in recent funding round,Innovative ai/ml startup addressing financial inclusion in Nigeria,SYNTH_0239,Financial Inclusion,"Operating in 2 countries, 27 team members",Nigeria,4.2,75219139,8.25,5566748,AI/ML,6,7.28,10,75.13,7006,Founder_0239,2.7,7,10.0,27,synthetic,Startup_0239,10515897
2019,8.5,4,0.9,1,Raised $8.5M in recent funding round,Innovative ai/ml startup addressing rural connectivity in Ghana,SYNTH_0240,Rural Connectivity,"Operating in 1 countries, 22 team members",Ghana,4.7,84239344,6.54,6372213,AI/ML,23,7.72,10,47.06,8974,Founder_0240,1.5,7,8.3,22,synthetic,Startup_0240,8471144
2018,7.0,5,0.3,4,Raised $1.1M in recent funding round,Innovative blockchain startup addressing supply chain in Ghana,SYNTH_0241,Supply Chain,"Operating in 4 countries, 38 team members",Ghana,8.1,6218699,7.91,50757599,Blockchain,65,8.38,9,81.09,3403,Founder_0241,0.3,10,5.04,38,synthetic,Startup_0241,1099145
2016,7.9,9,0.7,1,Raised $0.2M in recent funding round,Innovative insurtech startup addressing financial inclusion in Senegal,SYNTH_0242,Financial Inclusion,"Operating in 1 countries, 27 team members",Senegal,6.4,1447353,6.49,11864112,InsurTech,43,7.65,6,53.63,6776,Founder_0242,0.9,9,7.17,27,synthetic,Startup_0242,191647
2016,8.4,9,0.6,5,Raised $6.3M in recent funding round,Innovative blockchain startup addressing supply chain in Rwanda,SYNTH_0243,Supply Chain,"Operating in 5 countries, 28 team members",Rwanda,7.1,49043080,5.5,2455488,Blockchain,6,7.66,6,32.81,8560,Founder_0243,1.2,7,6.74,28,synthetic,Startup_0243,6304380
2015,3.3,8,0.8,5,Raised $2.7M in recent funding round,Innovative e-commerce startup addressing healthcare access in Nigeria,SYNTH_0244,Healthcare Access,"Operating in 5 countries, 21 team members",Nigeria,7.7,17435583,7.39,38445794,E-commerce,7,9.21,10,81.79,2440,Founder_0244,1.3,1,4.01,21,synthetic,Startup_0244,2659876
2015,3.3,7,0.9,5,Raised $1.3M in recent funding round,Innovative edtech startup addressing agricultural efficiency in Kenya,SYNTH_0245,Agricultural Efficiency,"Operating in 5 countries, 23 team members",Kenya,4.9,13021512,6.72,18929432,EdTech,8,10.0,8,91.28,7241,Founder_0245,1.4,3,8.6,23,synthetic,Startup_0245,1309326
2021,6.7,7,0.8,2,Raised $2.9M in recent funding round,Innovative agritech startup addressing women empowerment in Rwanda,SYNTH_0246,Women Empowerment,"Operating in 2 countries, 31 team members",Rwanda,4.2,23993832,4.8,67728234,AgriTech,27,8.49,11,100.0,15431,Founder_0246,1.2,6,5.0,31,synthetic,Startup_0246,2949490
2019,8.3,9,0.9,1,Raised $1.2M in recent funding round,Innovative insurtech startup addressing women empowerment in Ghana,SYNTH_0247,Women Empowerment,"Operating in 1 countries, 23 team members",Ghana,7.0,11071038,6.2,3229308,InsurTech,36,5.44,8,29.95,40953,Founder_0247,3.5,9,7.25,23,synthetic,Startup_0247,1199078
2015,6.0,8,0.9,2,Raised $14.1M in recent funding round,Innovative logistech startup addressing supply chain in Senegal,SYNTH_0248,Supply Chain,"Operating in 2 countries, 23 team members",Senegal,6.8,70757928,8.04,2302055,LogisTech,49,7.68,5,67.45,513,Founder_0248,0.6,6,6.07,23,synthetic,Startup_0248,14054462
2017,8.0,8,0.6,2,Raised $0.4M in recent funding round,Innovative edtech startup addressing healthcare access in Zimbabwe,SYNTH_0249,Healthcare Access,"Operating in 2 countries, 27 team members",Zimbabwe,7.1,2140190,8.37,7097925,EdTech,67,8.68,6,97.01,724,Founder_0249,2.3,5,5.66,27,synthetic,Startup_0249,373428
2016,8.0,6,0.6,3,Raised $10.1M in recent funding round,Innovative ai/ml startup addressing financial inclusion in Zimbabwe,SYNTH_0250,Financial Inclusion,"Operating in 3 countries, 22 team members",Zimbabwe,7.7,32476906,7.21,4133058,AI/ML,9,7.55,4,90.15,47854,Founder_0250,2.6,6,5.81,22,synthetic,Startup_0250,10121835
2020,7.7,13,0.6,3,Raised $43.7M in recent funding round,Innovative ai/ml startup addressing youth employment in Senegal,SYNTH_0251,Youth Employment,"Operating in 3 countries, 28 team members",Senegal,7.1,262672729,7.14,6476050,AI/ML,20,6.45,9,57.33,4951,Founder_0251,6.5,6,7.83,28,synthetic,Startup_0251,43670069
2020,7.9,9,0.6,2,Raised $3.8M in recent funding round,Innovative logistech startup addressing women empowerment in Senegal,SYNTH_0252,Women Empowerment,"Operating in 2 countries, 38 team members",Senegal,8.6,20560157,5.82,152195454,LogisTech,41,8.41,7,69.97,5528,Founder_0252,0.4,10,4.77,38,synthetic,Startup_0252,3789779
2020,6.3,7,0.8,3,Raised $16.4M in recent funding round,Innovative cleantech startup addressing healthcare access in Nigeria,SYNTH_0253,Healthcare Access,"Operating in 3 countries, 25 team members",Nigeria,7.1,152377927,7.38,6068523,CleanTech,45,7.54,10,100.0,1972,Founder_0253,7.7,6,4.06,25,synthetic,Startup_0253,16391795
2023,7.0,8,0.2,2,Raised $10.9M in recent funding round,Innovative insurtech startup addressing energy access in Cameroon,SYNTH_0254,Energy Access,"Operating in 2 countries, 25 team members",Cameroon,8.3,34853633,6.0,2023700,InsurTech,13,8.58,10,58.01,2518,Founder_0254,2.0,9,5.52,25,synthetic,Startup_0254,10914242
2021,7.0,6,0.8,1,Raised $18.6M in recent funding round,Innovative cleantech startup addressing education gap in Tanzania,SYNTH_0255,Education Gap,"Operating in 1 countries, 18 team members",Tanzania,4.1,178736474,6.68,8458549,CleanTech,6,6.53,6,90.76,9372,Founder_0255,10.4,3,6.55,18,synthetic,Startup_0255,18553519
2023,6.4,14,0.5,1,Raised $2.0M in recent funding round,Innovative logistech startup addressing education gap in Zimbabwe,SYNTH_0256,Education Gap,"Operating in 1 countries, 24 team members",Zimbabwe,5.9,14519706,7.71,175247505,LogisTech,63,6.8,4,100.0,2028,Founder_0256,3.3,9,8.96,24,synthetic,Startup_0256,2042933
2020,6.0,17,0.4,1,Raised $1.3M in recent funding round,Innovative e-commerce startup addressing supply chain in Ghana,SYNTH_0257,Supply Chain,"Operating in 1 countries, 19 team members",Ghana,7.9,5725051,5.69,4846004,E-commerce,6,7.43,3,64.07,349,Founder_0257,0.9,8,5.24,19,synthetic,Startup_0257,1255194
2018,7.7,4,0.5,1,Raised $6.8M in recent funding round,Innovative fintech startup addressing energy access in Senegal,SYNTH_0258,Energy Access,"Operating in 1 countries, 27 team members",Senegal,3.5,35388059,6.27,6353396,FinTech,103,7.79,9,82.13,2303,Founder_0258,12.8,5,6.9,27,synthetic,Startup_0258,6764304
2016,3.3,8,0.7,3,Raised $3.8M in recent funding round,Innovative insurtech startup addressing healthcare access in Zimbabwe,SYNTH_0259,Healthcare Access,"Operating in 3 countries, 30 team members",Zimbabwe,8.3,23741827,5.92,4026948,InsurTech,29,7.42,13,88.58,14536,Founder_0259,2.0,6,6.5,30,synthetic,Startup_0259,3806155
2016,6.8,5,0.7,3,Raised $1.9M in recent funding round,Innovative ai/ml startup addressing energy access in Rwanda,SYNTH_0260,Energy Access,"Operating in 3 countries, 29 team members",Rwanda,7.9,8246014,5.79,58006299,AI/ML,23,8.08,8,63.69,714,Founder_0260,1.1,3,8.85,29,synthetic,Startup_0260,1915496
2017,7.3,10,0.4,2,Raised $3.9M in recent funding round,Innovative healthtech startup addressing education gap in Uganda,SYNTH_0261,Education Gap,"Operating in 2 countries, 26 team members",Uganda,4.5,15562819,8.01,12942987,HealthTech,13,5.99,11,100.0,1888,Founder_0261,17.2,4,7.8,26,synthetic,Startup_0261,3903532
2017,6.9,8,0.7,2,Raised $17.9M in recent funding round,Innovative insurtech startup addressing digital payment in Nigeria,SYNTH_0262,Digital Payment,"Operating in 2 countries, 20 team members",Nigeria,4.4,178334522,8.52,1532022,InsurTech,27,7.77,9,95.53,1996,Founder_0262,8.7,4,6.32,20,synthetic,Startup_0262,17866204
2018,8.5,8,0.8,2,Raised $0.8M in recent funding round,Innovative agritech startup addressing healthcare access in Rwanda,SYNTH_0263,Healthcare Access,"Operating in 2 countries, 32 team members",Rwanda,4.2,7949986,5.86,17014830,AgriTech,9,9.05,7,100.0,582,Founder_0263,0.7,1,6.28,32,synthetic,Startup_0263,801694
2015,6.8,3,0.9,1,Raised $6.1M in recent funding round,Innovative blockchain startup addressing healthcare access in Zimbabwe,SYNTH_0264,Healthcare Access,"Operating in 1 countries, 22 team members",Zimbabwe,6.7,56464089,6.33,5531059,Blockchain,26,7.4,12,60.35,146,Founder_0264,7.3,10,6.3,22,synthetic,Startup_0264,6101988
2022,8.9,8,0.7,1,Raised $1.8M in recent funding round,Innovative logistech startup addressing youth employment in Tanzania,SYNTH_0265,Youth Employment,"Operating in 1 countries, 24 team members",Tanzania,5.4,13309777,6.25,12477510,LogisTech,9,6.95,5,39.36,1666,Founder_0265,4.3,6,8.86,24,synthetic,Startup_0265,1752464
2020,5.5,8,0.8,1,Raised $0.2M in recent funding round,Innovative agritech startup addressing healthcare access in Kenya,SYNTH_0266,Healthcare Access,"Operating in 1 countries, 13 team members",Kenya,5.6,1419973,7.56,6028035,AgriTech,10,7.7,7,92.45,4151,Founder_0266,7.7,7,4.63,13,synthetic,Startup_0266,175337
2018,9.3,12,0.5,1,Raised $6.2M in recent funding round,Innovative healthtech startup addressing digital payment in Rwanda,SYNTH_0267,Digital Payment,"Operating in 1 countries, 26 team members",Rwanda,7.3,29767331,8.31,98635033,HealthTech,36,9.52,8,64.41,7738,Founder_0267,1.5,12,5.88,26,synthetic,Startup_0267,6244632
2020,7.4,5,1.0,1,Raised $0.5M in recent funding round,Innovative insurtech startup addressing agricultural efficiency in Nigeria,SYNTH_0268,Agricultural Efficiency,"Operating in 1 countries, 39 team members",Nigeria,7.1,1651771,6.59,1704268,InsurTech,40,10.0,7,43.17,8251,Founder_0268,4.5,7,6.49,39,synthetic,Startup_0268,531243
2023,6.6,13,1.0,1,Raised $2.0M in recent funding round,Innovative insurtech startup addressing youth employment in Kenya,SYNTH_0269,Youth Employment,"Operating in 1 countries, 28 team members",Kenya,5.8,8465742,7.08,12266578,InsurTech,105,7.44,4,82.39,674,Founder_0269,14.3,7,5.95,28,synthetic,Startup_0269,1957244
2015,5.8,11,0.7,2,Raised $0.7M in recent funding round,Innovative agritech startup addressing healthcare access in Ghana,SYNTH_0270,Healthcare Access,"Operating in 2 countries, 22 team members",Ghana,7.6,5225978,6.07,2528748,AgriTech,30,7.04,8,73.44,1856,Founder_0270,1.0,5,5.67,22,synthetic,Startup_0270,731200
2017,7.4,7,0.6,2,Raised $1.4M in recent funding round,Innovative agritech startup addressing energy access in Ghana,SYNTH_0271,Energy Access,"Operating in 2 countries, 21 team members",Ghana,6.8,5835036,7.16,19518572,AgriTech,18,6.48,13,76.76,742,Founder_0271,11.1,5,6.1,21,synthetic,Startup_0271,1379904
2020,7.1,6,0.7,1,Raised $0.7M in recent funding round,Innovative agritech startup addressing education gap in Senegal,SYNTH_0272,Education Gap,"Operating in 1 countries, 30 team members",Senegal,8.5,6942711,6.68,4114250,AgriTech,25,7.17,9,97.36,1373,Founder_0272,3.3,2,6.6,30,synthetic,Startup_0272,744342
2020,6.6,10,0.9,1,Raised $45.7M in recent funding round,Innovative ai/ml startup addressing financial inclusion in Uganda,SYNTH_0273,Financial Inclusion,"Operating in 1 countries, 34 team members",Uganda,7.9,152469495,7.74,52366381,AI/ML,17,8.81,9,71.43,6939,Founder_0273,0.3,9,6.57,34,synthetic,Startup_0273,45722411
2019,7.0,12,0.6,3,Raised $1.2M in recent funding round,Innovative logistech startup addressing rural connectivity in Zimbabwe,SYNTH_0274,Rural Connectivity,"Operating in 3 countries, 23 team members",Zimbabwe,6.4,11031556,7.43,14597323,LogisTech,25,6.2,5,100.0,385,Founder_0274,0.9,4,5.09,23,synthetic,Startup_0274,1186973
2017,6.3,4,0.8,1,Raised $0.7M in recent funding round,Innovative logistech startup addressing financial inclusion in Zimbabwe,SYNTH_0275,Financial Inclusion,"Operating in 1 countries, 33 team members",Zimbabwe,7.5,3682526,6.98,230737046,LogisTech,25,5.99,8,62.82,846,Founder_0275,1.3,4,8.23,33,synthetic,Startup_0275,746742
2015,10.0,7,0.6,2,Raised $13.3M in recent funding round,Innovative insurtech startup addressing youth employment in Zimbabwe,SYNTH_0276,Youth Employment,"Operating in 2 countries, 19 team members",Zimbabwe,5.3,65303963,7.88,468559,InsurTech,38,7.46,10,100.0,2473,Founder_0276,2.7,6,4.87,19,synthetic,Startup_0276,13254830
2023,6.5,8,0.7,2,Raised $6.3M in recent funding round,Innovative edtech startup addressing agricultural efficiency in Nigeria,SYNTH_0277,Agricultural Efficiency,"Operating in 2 countries, 26 team members",Nigeria,5.3,48263507,5.31,16064719,EdTech,7,8.2,14,78.72,1330,Founder_0277,3.3,5,6.94,26,synthetic,Startup_0277,6254784
2015,4.3,5,0.8,1,Raised $10.5M in recent funding round,Innovative edtech startup addressing women empowerment in Rwanda,SYNTH_0278,Women Empowerment,"Operating in 1 countries, 31 team members",Rwanda,6.8,56911631,6.69,5934392,EdTech,66,7.9,9,100.0,14281,Founder_0278,1.1,5,5.62,31,synthetic,Startup_0278,10454821
2021,6.3,12,0.5,2,Raised $0.6M in recent funding round,Innovative cleantech startup addressing agricultural efficiency in Senegal,SYNTH_0279,Agricultural Efficiency,"Operating in 2 countries, 23 team members",Senegal,5.9,4137117,7.48,1656728,CleanTech,11,7.49,7,76.49,551,Founder_0279,2.9,13,4.94,23,synthetic,Startup_0279,588525
2018,7.1,8,0.9,3,Raised $6.5M in recent funding round,Innovative healthtech startup addressing energy access in Cameroon,SYNTH_0280,Energy Access,"Operating in 3 countries, 24 team members",Cameroon,3.8,58826882,6.17,24619755,HealthTech,24,7.42,10,63.61,1300,Founder_0280,0.8,10,6.13,24,synthetic,Startup_0280,6522579
2015,8.1,3,0.7,1,Raised $0.6M in recent funding round,Innovative cleantech startup addressing energy access in Tanzania,SYNTH_0281,Energy Access,"Operating in 1 countries, 29 team members",Tanzania,7.7,2415657,6.28,2972704,CleanTech,20,6.71,5,76.17,3227,Founder_0281,6.7,7,8.47,29,synthetic,Startup_0281,615299
2020,6.7,14,0.4,1,Raised $6.3M in recent funding round,Innovative fintech startup addressing education gap in Cameroon,SYNTH_0282,Education Gap,"Operating in 1 countries, 24 team members",Cameroon,8.7,43317445,7.84,325575734,FinTech,53,8.14,3,100.0,1357,Founder_0282,0.2,5,7.53,24,synthetic,Startup_0282,6315703
2015,8.5,5,0.7,2,Raised $0.7M in recent funding round,Innovative cleantech startup addressing supply chain in Cameroon,SYNTH_0283,Supply Chain,"Operating in 2 countries, 27 team members",Cameroon,5.1,2265246,7.48,3930442,CleanTech,6,7.74,8,86.31,854,Founder_0283,6.0,7,8.38,27,synthetic,Startup_0283,739777
2021,6.7,8,0.9,1,Raised $2.2M in recent funding round,Innovative agritech startup addressing women empowerment in Senegal,SYNTH_0284,Women Empowerment,"Operating in 1 countries, 31 team members",Senegal,7.5,12705935,8.22,27672683,AgriTech,31,7.49,9,68.45,852,Founder_0284,5.1,2,7.23,31,synthetic,Startup_0284,2159665
2015,6.6,10,0.5,3,Raised $2.5M in recent funding round,Innovative e-commerce startup addressing supply chain in Cameroon,SYNTH_0285,Supply Chain,"Operating in 3 countries, 35 team members",Cameroon,5.9,18366878,8.4,5352529,E-commerce,86,8.67,7,41.2,693,Founder_0285,0.8,8,5.86,35,synthetic,Startup_0285,2453997
2021,6.1,9,0.2,3,Raised $3.0M in recent funding round,Innovative blockchain startup addressing rural connectivity in Rwanda,SYNTH_0286,Rural Connectivity,"Operating in 3 countries, 25 team members",Rwanda,5.2,17610652,6.97,59636650,Blockchain,19,7.45,5,74.63,535,Founder_0286,2.2,3,6.81,25,synthetic,Startup_0286,2968461
2018,8.0,6,0.6,1,Raised $2.1M in recent funding round,Innovative agritech startup addressing supply chain in Uganda,SYNTH_0287,Supply Chain,"Operating in 1 countries, 31 team members",Uganda,6.7,18590534,7.3,18339794,AgriTech,23,8.43,4,40.45,9859,Founder_0287,8.4,4,6.19,31,synthetic,Startup_0287,2104821
2020,6.0,11,0.9,1,Raised $9.6M in recent funding round,Innovative fintech startup addressing supply chain in Rwanda,SYNTH_0288,Supply Chain,"Operating in 1 countries, 27 team members",Rwanda,7.4,87598351,5.86,10477189,FinTech,28,7.83,14,95.65,1334,Founder_0288,4.7,3,5.11,27,synthetic,Startup_0288,9618113
2021,6.6,9,1.0,1,Raised $0.7M in recent funding round,Innovative ai/ml startup addressing energy access in Nigeria,SYNTH_0289,Energy Access,"Operating in 1 countries, 28 team members",Nigeria,6.3,4658251,6.66,62974711,AI/ML,11,9.72,13,100.0,111368,Founder_0289,4.5,5,8.13,28,synthetic,Startup_0289,699161
2019,6.8,12,0.7,2,Raised $4.9M in recent funding round,Innovative fintech startup addressing supply chain in Kenya,SYNTH_0290,Supply Chain,"Operating in 2 countries, 30 team members",Kenya,6.8,30381882,8.01,9673909,FinTech,137,5.36,9,93.35,3405,Founder_0290,7.7,7,8.55,30,synthetic,Startup_0290,4914925
2023,6.4,10,-0.1,1,Raised $0.7M in recent funding round,Innovative edtech startup addressing rural connectivity in Tanzania,SYNTH_0291,Rural Connectivity,"Operating in 1 countries, 25 team members",Tanzania,4.6,3336616,4.7,13503603,EdTech,6,7.89,5,100.0,2150,Founder_0291,5.2,8,5.62,25,synthetic,Startup_0291,730239
2020,6.5,9,0.8,2,Raised $1.1M in recent funding round,Innovative agritech startup addressing financial inclusion in Rwanda,SYNTH_0292,Financial Inclusion,"Operating in 2 countries, 26 team members",Rwanda,7.5,6938809,5.22,11559923,AgriTech,19,7.08,7,76.61,813,Founder_0292,1.0,5,9.12,26,synthetic,Startup_0292,1088902
2020,6.0,5,0.7,1,Raised $1.0M in recent funding round,Innovative agritech startup addressing digital payment in Kenya,SYNTH_0293,Digital Payment,"Operating in 1 countries, 26 team members",Kenya,6.3,5896910,7.73,868582,AgriTech,27,6.31,12,93.3,4092,Founder_0293,1.7,12,5.6,26,synthetic,Startup_0293,994205
2019,6.4,12,0.8,2,Raised $1.7M in recent funding round,Innovative cleantech startup addressing rural connectivity in Ghana,SYNTH_0294,Rural Connectivity,"Operating in 2 countries, 26 team members",Ghana,7.7,15575058,8.65,11345014,CleanTech,79,7.86,10,86.63,373,Founder_0294,0.6,6,5.88,26,synthetic,Startup_0294,1723354
2020,4.8,11,0.7,1,Raised $0.5M in recent funding round,Innovative healthtech startup addressing education gap in Tanzania,SYNTH_0295,Education Gap,"Operating in 1 countries, 19 team members",Tanzania,6.5,4433650,8.51,7839269,HealthTech,6,7.15,11,86.23,583,Founder_0295,0.3,7,7.68,19,synthetic,Startup_0295,540225
2015,6.6,8,1.0,1,Raised $1.0M in recent funding round,Innovative fintech startup addressing energy access in Kenya,SYNTH_0296,Energy Access,"Operating in 1 countries, 27 team members",Kenya,5.3,9111811,7.53,1034755,FinTech,30,6.18,9,100.0,2343,Founder_0296,3.5,8,6.32,27,synthetic,Startup_0296,1049178
2020,5.9,7,0.7,1,Raised $3.8M in recent funding round,Innovative edtech startup addressing financial inclusion in Tanzania,SYNTH_0297,Financial Inclusion,"Operating in 1 countries, 18 team members",Tanzania,6.4,21581304,5.99,113374333,EdTech,56,6.39,12,67.71,4272,Founder_0297,2.7,2,7.04,18,synthetic,Startup_0297,3843745
2017,10.0,8,0.8,3,Raised $13.1M in recent funding round,Innovative insurtech startup addressing financial inclusion in Cameroon,SYNTH_0298,Financial Inclusion,"Operating in 3 countries, 28 team members",Cameroon,6.6,74078019,6.21,9527490,InsurTech,6,9.16,7,45.75,4420,Founder_0298,1.1,4,6.59,28,synthetic,Startup_0298,13108962
2021,4.9,10,0.6,2,Raised $14.0M in recent funding round,Innovative edtech startup addressing healthcare access in Uganda,SYNTH_0299,Healthcare Access,"Operating in 2 countries, 32 team members",Uganda,5.8,73795114,4.49,65509967,EdTech,17,6.41,9,87.0,4349,Founder_0299,0.7,5,9.68,32,synthetic,Startup_0299,13961732
2023,5.4,9,0.6,2,Raised $20.3M in recent funding round,Innovative agritech startup addressing healthcare access in Kenya,SYNTH_0300,Healthcare Access,"Operating in 2 countries, 27 team members",Kenya,6.8,83871046,6.17,10059951,AgriTech,23,8.38,7,90.18,1505,Founder_0300,2.8,8,5.76,27,synthetic,Startup_0300,20344402
2017,7.5,9,0.7,1,Raised $5.6M in recent funding round,Innovative agritech startup addressing financial inclusion in Kenya,SYNTH_0301,Financial Inclusion,"Operating in 1 countries, 26 team members",Kenya,6.0,21961823,6.23,92013184,AgriTech,18,6.66,8,71.43,2948,Founder_0301,0.1,9,9.45,26,synthetic,Startup_0301,5553350
2016,5.7,9,0.9,1,Raised $1.2M in recent funding round,Innovative healthtech startup addressing financial inclusion in Senegal,SYNTH_0302,Financial Inclusion,"Operating in 1 countries, 30 team members",Senegal,7.5,4504871,7.4,1616479,HealthTech,18,8.82,10,58.56,2968,Founder_0302,6.1,7,5.35,30,synthetic,Startup_0302,1164272
2017,6.5,8,0.8,1,Raised $8.8M in recent funding round,Innovative ai/ml startup addressing education gap in Senegal,SYNTH_0303,Education Gap,"Operating in 1 countries, 23 team members",Senegal,4.9,67980880,7.11,10023865,AI/ML,22,7.0,7,58.73,151,Founder_0303,2.6,7,9.53,23,synthetic,Startup_0303,8763947
2021,8.0,10,0.5,3,Raised $23.0M in recent funding round,Innovative ai/ml startup addressing youth employment in Nigeria,SYNTH_0304,Youth Employment,"Operating in 3 countries, 23 team members",Nigeria,7.7,163566949,7.74,438735,AI/ML,44,9.39,4,82.9,378,Founder_0304,14.2,5,6.6,23,synthetic,Startup_0304,22955347
2022,6.6,9,0.7,2,Raised $0.7M in recent funding round,Innovative blockchain startup addressing women empowerment in Tanzania,SYNTH_0305,Women Empowerment,"Operating in 2 countries, 25 team members",Tanzania,5.3,3729161,7.39,1520190,Blockchain,32,7.6,9,87.07,3575,Founder_0305,4.1,8,7.7,25,synthetic,Startup_0305,736028
2021,6.0,8,1.0,4,Raised $0.8M in recent funding round,Innovative agritech startup addressing rural connectivity in Uganda,SYNTH_0306,Rural Connectivity,"Operating in 4 countries, 28 team members",Uganda,5.2,6955601,6.12,6201923,AgriTech,33,6.1,9,65.72,1042,Founder_0306,1.1,8,6.59,28,synthetic,Startup_0306,819519
2020,7.0,12,0.7,3,Raised $2.7M in recent funding round,Innovative logistech startup addressing supply chain in Kenya,SYNTH_0307,Supply Chain,"Operating in 3 countries, 21 team members",Kenya,7.1,26633160,8.55,268654,LogisTech,36,5.82,8,92.18,7354,Founder_0307,2.4,2,8.73,21,synthetic,Startup_0307,2719698
2016,8.6,10,0.6,1,Raised $16.9M in recent funding round,Innovative ai/ml startup addressing digital payment in Uganda,SYNTH_0308,Digital Payment,"Operating in 1 countries, 27 team members",Uganda,6.3,109844836,7.17,14408114,AI/ML,12,8.31,3,44.61,10683,Founder_0308,2.9,5,5.14,27,synthetic,Startup_0308,16877199
2017,6.9,5,0.8,4,Raised $0.1M in recent funding round,Innovative logistech startup addressing healthcare access in Zimbabwe,SYNTH_0309,Healthcare Access,"Operating in 4 countries, 26 team members",Zimbabwe,5.0,519387,5.72,5102026,LogisTech,23,6.27,10,70.0,606,Founder_0309,11.1,7,4.96,26,synthetic,Startup_0309,144119
2017,7.5,10,0.8,2,Raised $0.8M in recent funding round,Innovative blockchain startup addressing agricultural efficiency in Ghana,SYNTH_0310,Agricultural Efficiency,"Operating in 2 countries, 30 team members",Ghana,7.5,5832905,8.87,28006837,Blockchain,14,8.07,6,100.0,3630,Founder_0310,1.7,8,8.32,30,synthetic,Startup_0310,795311
2022,9.3,7,0.7,1,Raised $17.5M in recent funding round,Innovative blockchain startup addressing women empowerment in Tanzania,SYNTH_0311,Women Empowerment,"Operating in 1 countries, 25 team members",Tanzania,7.7,147006413,5.93,7247668,Blockchain,83,6.53,6,80.77,8526,Founder_0311,1.9,4,6.85,25,synthetic,Startup_0311,17470327
2021,6.1,8,0.7,3,Raised $2.4M in recent funding round,Innovative agritech startup addressing healthcare access in Nigeria,SYNTH_0312,Healthcare Access,"Operating in 3 countries, 23 team members",Nigeria,4.3,17030334,5.89,68167687,AgriTech,57,6.77,7,21.15,2590,Founder_0312,0.6,4,7.54,23,synthetic,Startup_0312,2382315
